Message,Ciphertext,Key
1517,59714,45418
47499,49955,20473
45399,37799,17594
45604,13000,36823
46773,53518,48499
11962,23330,13604
33026,21000,4215
44800,52923,55764
49822,45078,11973
42909,20652,12921
44326,6159,36703
65382,31815,6318
21400,4341,64768
56533,51664,12759
1885,58771,29108
5764,12936,61317
30225,171,7371
52717,12681,60506
31336,19600,5474
26654,61654,10750
20082,30070,8448
23830,21579,46120
6229,8517,23779
36447,55381,29397
22548,345,21027
14843,43384,45044
53246,2042,56444
56027,11403,20193
30489,19483,55716
26798,32738,37625
65459,36818,37877
64435,38532,17429
6191,39556,55030
60715,39617,23855
40531,30786,24180
58214,23383,35359
4554,20250,33557
41409,60797,32201
30753,13657,48613
10933,55212,50699
45297,32439,29630
31114,23575,45285
7159,1512,25610
44567,36293,61060
57201,41642,25192
51235,60507,15061
54107,31375,54898
32167,12217,24019
7531,43721,41372
38776,20913,31627
25489,26501,5082
51248,40123,1733
60423,50884,28998
19923,54796,446
3927,33073,15237
36899,32340,39983
41572,22685,62893
44349,56468,39734
36676,40367,37030
52063,24036,17117
45997,4342,61274
42977,43178,64717
12852,44158,63335
61886,31275,45822
15990,44211,58959
21479,63826,15488
53785,29430,37706
51337,19670,13319
32154,45312,15308
4992,18458,55716
9431,6743,51906
16810,38136,45716
53448,43255,28342
14259,18023,45109
57880,52279,28811
49763,40063,59479
55402,41656,33622
44616,26146,1423
31449,49067,64882
20453,43781,43640
10808,20332,27370
18156,46779,55583
35952,64099,9160
5785,37166,26250
52430,7732,29200
11227,43988,44348
41366,47714,38093
10140,16215,33152
58545,43539,56141
8925,31685,7636
32373,61442,42823
46267,52919,13973
11384,35958,46758
20050,63457,20802
18941,54736,13492
17699,2019,46313
31498,21275,37789
8200,54552,24300
62502,43755,54173
26766,13006,6646
54775,50767,64098
28543,16855,7270
62261,54897,11863
17410,29785,64700
17371,46126,63649
58026,56513,24594
48111,36218,15495
17103,23181,23046
9542,59785,46740
60980,48227,17928
51668,2406,19133
25773,15488,7286
27291,23519,29912
45546,19197,30004
11560,62791,13429
15400,49862,17293
7167,18420,65479
51767,28287,20386
49947,20118,44842
34240,52606,52852
36938,61390,42837
60393,52431,47770
28913,9306,32785
50224,25723,46919
36869,47392,2793
63619,2404,37663
55373,12101,14296
61293,19047,30888
55199,24433,55895
22933,11165,60448
10546,44767,33585
14152,23551,43110
14923,13427,34129
49401,23548,49083
16301,18537,36440
56956,45576,56732
45425,31617,58514
53063,40883,9951
29513,47210,29735
58334,35775,7629
57899,16875,65106
41467,42338,57793
22926,46290,54860
59752,46934,635
57016,59399,58017
22290,28574,4254
61216,44267,14195
4216,33402,12057
29181,27657,34765
31864,51903,48504
57916,62482,51730
47258,55022,10153
15518,60563,4871
43351,25622,31113
62574,30013,21865
33298,8809,21110
26619,1087,63886
47572,12923,34338
10459,61558,55834
60415,59775,44535
9747,14996,34133
31797,51849,6217
40846,44625,35176
21651,3870,32182
62275,1541,26181
39568,38479,30137
22846,30081,13322
33788,42140,437
1209,7899,54436
435,39589,7151
18531,21026,60742
22199,33123,43255
12937,8098,53780
18302,37091,49907
64375,43045,48314
47708,5576,6102
9831,25788,45882
21195,32805,19182
37345,46317,31134
34823,25806,61060
28946,27328,14891
18523,25195,1184
60097,24593,48702
40184,5554,2506
17492,52454,10849
43093,32308,20073
57917,2494,44622
56418,36078,60891
2400,56158,33894
36612,20704,7681
63784,28557,48368
25557,19979,462
64241,41465,41228
23368,21568,26028
57791,24466,20583
57403,48379,58481
19731,35426,50723
30079,56535,10525
33609,3670,51913
51551,23395,38890
8509,65270,29107
23823,59234,21427
52276,9204,16795
2927,61432,10632
28279,10752,62374
32049,48630,44153
51569,28558,61444
34310,16667,19698
39049,11245,46392
46157,50433,44355
20755,51065,11454
49004,35467,49447
16950,42993,33189
65137,26904,1774
13721,22311,2889
38346,25208,53200
40298,62946,59978
20924,62049,7261
60328,54864,5838
20069,28731,25851
25730,7935,41116
10010,51454,46958
1199,2170,16001
56686,14288,46307
35860,1112,6619
20647,28263,12086
44503,61006,28059
43298,37127,44533
33093,25147,39776
9227,55401,18327
1311,52503,1446
14461,12600,6328
11707,19049,31438
58826,14316,32786
16200,47432,15466
1042,47806,9438
55668,16059,13703
53589,61694,44258
15590,50260,4159
7412,38439,55047
64252,34934,31341
21451,47306,4316
54981,62235,18561
40824,183,27652
34906,25297,4292
7613,47626,9923
3897,3915,19029
12700,45319,1102
53490,36602,2376
41707,3328,42598
33943,27169,1017
9726,9261,7465
57515,45129,5428
47501,52929,32435
54081,23576,54415
3541,59384,26446
41658,39734,3685
4008,34498,53036
14948,30919,54957
32015,5858,10991
16836,16181,55323
55301,45600,12644
17770,48514,7604
40946,43909,30338
58237,51580,45464
51217,4459,13870
31553,31542,62617
33791,23616,26695
35071,18880,63216
38539,57688,45306
57735,33666,5492
27615,60777,7708
60816,14819,33935
14861,22181,42685
39898,14274,3370
56749,25346,34629
187,8158,31908
57749,21233,64469
57033,11371,16541
29003,60509,45396
58148,18562,13495
37538,45528,19050
24022,38404,45416
34318,9885,44524
9718,63614,62027
14918,40925,33378
13242,54634,24235
13811,17743,10834
32989,40114,52667
17055,33628,12788
16636,24530,51316
13106,21392,37483
40406,11512,23844
64725,24531,59676
39426,52141,12257
50585,52504,29137
20780,62411,32520
52547,56337,40323
60835,45755,11968
39475,20136,58643
47924,27669,32948
33229,41800,56153
32384,59160,43600
63624,43761,22517
28334,13357,15998
12684,19648,14639
22808,63054,20410
17175,1912,53690
23437,37279,33570
562,44563,36969
44706,56933,15758
491,41478,41880
49632,65503,40573
44123,64992,40629
13281,53717,53838
23318,16502,15815
3101,42249,22854
3083,20818,943
11015,2062,33610
12642,27104,49654
62036,35824,35824
5677,14785,59515
60754,10535,42524
37182,8925,18691
12660,7084,54043
58213,292,26650
39131,35768,38456
17546,47358,33398
41904,25870,31854
134,40427,15268
32790,24311,52746
18187,32430,33367
47239,44426,20000
31593,35229,56263
50994,49996,27450
38512,1327,14908
29359,36,43643
17517,62149,14539
65097,10647,26522
46372,1532,19882
47594,45034,58802
28204,3094,22711
62011,18396,690
10839,4944,47709
58083,13415,12362
61838,39459,44725
43264,62734,6892
13627,49736,32910
63933,37970,22769
23485,15082,8800
26301,11527,48425
54232,57644,38830
15134,37840,62834
45426,30454,19957
22965,26350,27725
57111,33439,28713
39178,42267,43189
3740,8274,59657
16667,59496,47194
28790,37930,62124
19553,44349,32137
30681,71,47208
26506,54251,37839
9209,11966,4025
64614,21151,2737
35531,56155,38055
8577,53224,20558
1081,34610,64638
8223,30605,27745
24899,23079,401
50989,44779,31961
28144,10062,28199
65370,30113,60076
9539,21899,46923
12923,37996,62783
27825,58929,11543
1258,65386,51396
61321,47834,30941
35177,33872,10528
2711,8922,29987
14484,17833,23448
14143,50532,58231
41627,27526,4838
12756,33116,40735
40583,44813,43951
37171,20943,34300
15749,24001,26224
50720,25873,49577
16142,8728,63110
38942,50795,16846
46889,36795,28797
58400,18149,25646
33276,20560,50758
16473,33458,24633
43110,18380,39831
48408,34330,55295
65127,33345,45539
25701,19615,28835
13575,24453,57177
24749,8890,14745
10594,42705,65441
16752,64409,22126
6501,39740,7180
59086,11128,2241
16103,26136,49068
13569,38024,3485
59877,40328,39602
56797,4042,7915
62022,45102,53002
5710,12416,2637
17442,29832,17811
41499,61324,51823
48972,25037,4972
21492,3554,32989
40465,938,50351
25638,37177,24267
20649,9833,47891
9640,64851,64311
51335,62137,59650
57876,19556,34221
37475,17902,1419
18055,50289,8836
35225,41422,51043
61878,29374,53435
20081,44592,64098
40279,18200,53924
1683,337,39573
16423,22381,48187
16358,20608,27838
17242,38953,38326
3101,40864,24695
54006,62270,39875
8784,5848,13506
28042,49986,5214
2593,59720,60734
41237,18812,27099
42943,41503,37860
15875,39499,60891
19758,21060,30700
45335,57496,3930
64023,13043,7122
39511,17315,38709
58387,7234,33485
7146,30633,52
54946,48565,47922
57459,12053,40996
6800,18336,27138
18793,13943,3554
51872,10443,41149
38901,1689,36570
21015,20831,54439
12777,64178,224
27229,62235,16671
693,62171,49941
54624,63136,37535
64838,62087,8042
21426,50502,36653
21240,41779,5695
22788,22427,21001
35448,195,21090
3363,63,880
28784,12654,4773
8914,36195,32684
30046,19172,35324
14276,43819,28333
11090,65214,61290
39553,6310,64903
13000,28142,5124
52260,46503,36215
51977,56500,24297
26558,2397,28162
29023,10715,4677
51414,39761,13152
12308,42659,1708
46823,31509,24707
39074,9975,30004
545,25790,54116
40945,42742,43502
24995,14017,16947
15627,27296,44200
55218,36268,35962
949,25233,28038
44288,18465,59450
63034,62227,25278
14763,639,52340
46073,16105,33539
8497,44960,62810
17295,36709,25220
18801,58698,2357
10563,57946,33053
29405,21336,61563
11246,26231,22664
40207,33061,45526
60461,46670,4616
43017,23251,16646
29942,28729,45295
49267,46327,36178
40937,11292,9323
29098,18101,22936
35150,43620,18682
54598,2670,6355
13196,36452,43668
9789,6907,29550
38629,14289,58996
49355,48429,37244
41079,11424,56970
38999,705,62171
10602,34062,30677
56669,16152,43289
54488,43325,47444
38835,10222,37823
47024,34123,29565
4470,51916,65226
16303,31678,51417
55363,33606,33335
47871,11238,44254
23448,59075,56439
11526,28949,18989
19163,33508,62081
49947,51263,11805
21169,14986,61951
10855,5521,23293
51105,20577,45775
55618,18684,10592
52347,31824,5511
29280,41333,18986
34634,931,18646
52533,64400,46636
41545,53087,28955
47540,44930,19856
43837,728,13659
25019,27504,59317
63489,63798,22174
59620,53434,3234
20004,37554,61054
38385,9701,17879
2679,62205,27258
26029,30294,51486
17396,57629,31181
53090,21913,36844
1934,28664,33680
6468,460,8776
61559,28936,38341
27572,39096,5632
34606,30791,37784
13563,46841,60379
37971,47228,37376
58270,20426,7366
54766,40507,62522
44302,43377,5453
49391,29606,43505
30736,26684,56927
56269,21886,63623
30667,25225,13491
61548,11282,39039
13980,37047,36613
35703,43127,22454
47290,32783,42496
59242,53810,56427
30852,62895,24413
32024,24752,24421
255,62754,33335
187,42877,64869
26601,27000,4970
6880,28329,29728
32273,22110,11377
12551,57185,5226
45130,10291,61762
61990,63811,50238
28130,56619,27373
1981,42659,1115
15806,15868,64845
59586,32022,39763
30659,12303,44621
44467,4354,55255
56922,7690,20352
10993,41834,14661
8480,47544,105
19393,10299,28551
51847,51412,34047
6842,35245,20995
22472,9976,836
58812,38501,49373
44025,13220,23028
36641,37563,9770
26893,54233,46180
53809,58038,2170
50576,45784,4415
26311,6397,53207
42242,18589,46728
11012,25106,6358
31016,13605,785
17550,5648,21736
13364,9819,48331
28368,50465,13916
30901,55960,11441
7880,27575,64223
4225,60420,39491
6454,50629,34126
35728,31737,60150
58288,42090,19825
57980,53725,49572
31614,9002,62007
24524,44748,35424
1543,32968,31152
43519,14202,24679
62823,30086,45520
21108,8920,11688
30176,43038,9206
43561,54684,55722
28040,50704,43831
48497,156,62430
60293,31941,52166
23071,27174,7925
21700,46624,8994
22169,19326,53172
30925,21514,3858
10163,2738,15176
23681,40504,17767
7028,4899,7002
18634,40367,57588
832,20458,54014
60687,35161,5995
13974,10230,22604
19739,1198,16902
34780,17709,29172
37723,15496,47839
15272,12042,59045
60837,62656,52061
14476,6519,12685
53673,19989,7687
53448,27955,45537
24290,13204,36082
41845,4181,18233
2270,3679,28321
16051,62923,62843
15549,7220,46921
17501,61608,35060
58874,64928,34184
18776,36321,61299
32553,28397,12131
65096,61244,19417
37755,45847,7478
41512,59225,56792
59954,45985,13311
671,3077,62742
20078,24035,29779
57399,3449,8590
5336,9518,5346
45669,25567,16980
4857,13530,60369
17039,61548,45491
11499,47178,59036
37989,21546,27553
27045,51519,5507
56235,29731,2060
59523,19233,64181
34502,262,1701
63169,62317,39130
12161,1208,31729
15234,23388,11124
54526,18668,30424
62060,36911,52492
30891,5958,331
38003,44179,32995
5060,11574,41077
57871,16769,25966
11476,46232,61338
48730,36084,1154
59179,10064,15863
25432,21850,48533
56149,37752,10209
15489,57188,40403
64619,46092,39844
37545,7784,447
4884,54121,61860
19955,27835,62050
36084,16378,26891
46514,26922,39802
21876,2323,25830
6768,53596,588
32456,48898,2035
36083,35416,4140
62085,14542,48090
25549,17083,16722
63670,1424,15879
27301,28252,34129
14662,25313,23504
37836,5535,61527
29697,35769,28539
28080,21530,48239
15500,48261,30897
54210,63722,48123
34442,41368,9905
9739,16738,1620
13587,36914,44926
29985,32983,53617
45980,54019,4188
22756,5083,40472
60307,52062,12872
5572,20115,49760
1217,36366,2455
41655,41539,1855
36720,2410,908
39984,57051,26386
38482,52699,20666
54869,3202,44842
3976,37095,43335
63486,53397,35390
60704,32658,65011
41652,19968,30160
25948,44001,3671
32237,28337,44978
45222,44934,8316
22564,18672,37840
50924,34729,59623
15397,47495,29616
40823,24548,11496
28761,37339,21173
24909,27468,34427
10911,55187,64149
1153,2673,50930
12208,41365,63725
23871,2330,36826
56934,51227,44696
22387,54855,43266
8068,9473,50750
49720,47325,60149
12362,21259,15950
16297,65530,52980
26589,48455,60939
21831,43551,1085
26386,14206,11893
14138,824,30016
17501,5238,16599
15090,4540,60705
2419,5901,45303
10986,43641,14481
12427,32575,47683
46062,25125,27377
29142,37711,59724
1283,17746,54432
35621,30935,63471
33877,54984,747
2059,49268,31242
33752,23623,30638
13505,5045,41904
3136,52087,22326
8194,38891,27623
29511,33773,11986
48515,5472,35369
17378,41474,33675
42088,60643,13060
61818,41897,21854
22585,21396,63037
29607,8886,50062
43608,19919,63063
3946,26195,13404
23070,33593,14042
4246,44974,38823
8752,58485,56560
35523,30989,42472
38484,20389,48868
27408,5057,29306
29789,51540,30904
47886,61911,55259
10490,27319,26261
62298,21399,41755
49108,52592,62340
36215,57176,56592
22749,3944,16648
8785,27172,17420
36072,41303,28355
15212,53188,46778
1374,48871,7387
47317,51652,58015
16482,17581,46647
5652,21770,49405
54812,29509,41838
21098,38760,58761
7333,62898,18773
36732,6204,37106
36233,41067,44884
22776,23976,11075
42830,43536,58679
42750,54842,61936
10972,16327,15793
8119,56010,13243
22508,39105,35848
63788,54269,50111
1744,30946,42805
60599,29152,41134
50124,24004,11502
1965,14300,37119
60975,58545,63109
51951,60168,34392
65449,63061,29907
50477,62305,57943
43247,61388,31325
1848,60953,29566
16861,13100,52839
45994,7179,36334
59961,14718,55236
39526,34274,57050
5961,56947,62863
1082,42933,49441
43179,9874,28083
45167,64313,17500
7744,63219,14698
4518,5656,12825
58780,382,7718
35934,49829,53342
14060,60722,31201
23584,36688,30375
1857,8534,41361
49763,41503,7974
7760,57673,20054
64179,52190,5120
21869,50603,65289
52369,11988,16937
2729,33126,22921
55523,30437,37442
11785,12481,50593
30353,8325,12600
34274,31116,11198
43926,9653,45439
56500,48657,7783
25344,39473,49578
46439,40353,64264
58282,49138,6774
11391,10327,48215
10405,30629,17757
25524,13718,29931
33611,20890,3139
27744,26026,51997
14045,51123,8519
50139,28061,6511
20217,39339,41260
25620,32476,3359
40365,37900,22690
10588,24031,62813
22149,4669,18796
10447,34046,861
8291,19586,28133
49066,17876,32047
4911,16682,29810
62161,41460,4386
65103,1839,49821
6260,47525,11719
42845,5633,63184
24621,45861,36131
40587,34520,64610
53622,56517,63555
7585,21387,32193
24299,34402,6621
14933,59667,40767
29462,64558,62645
14995,51173,20992
24337,23645,50970
33547,29400,7421
10863,8239,58166
22312,13500,9369
1650,48794,15807
52429,6534,9755
38699,682,31055
2172,709,3809
44532,52151,46601
1659,30914,21539
53148,57419,34713
8291,20178,48895
9889,23231,111
59013,6585,40915
16300,5581,30331
49787,14286,33962
48300,23710,50156
35131,13182,47133
40474,43409,65278
15112,59606,2551
28845,44845,35560
31751,54676,18561
57408,29021,43734
4967,21513,29332
57598,47274,61236
35098,18735,22043
25555,3,33312
41445,47159,52203
56126,50773,33939
55026,62751,58618
7476,849,4489
60401,24904,963
57583,51227,44532
24787,61758,8103
20624,47978,4587
63902,56086,64995
28656,62626,14885
42150,47307,10051
60786,47590,59298
31427,485,57248
9462,62412,36980
6110,51430,62665
8610,64039,36518
40563,5527,62253
40442,53560,55264
63122,55990,22118
57546,59437,5226
12807,65430,56271
44774,57349,30720
4850,6886,26100
17547,23457,35893
53052,12558,55041
22204,30668,50611
38478,7603,62343
41882,29515,47055
16574,40849,27991
44445,61132,50008
12625,668,958
52234,33432,570
37832,27693,59963
15464,54141,45660
18702,39720,4199
5656,53780,43947
56240,8349,55098
17515,48950,52862
7096,1266,25553
50142,3934,37462
20959,29696,29755
5426,7919,8997
44329,63818,43248
43972,45800,55236
14112,21227,13304
60349,17515,46404
17645,21959,13325
22667,38015,29128
36548,43167,40511
24112,14179,52772
3127,46575,36867
16266,6191,54180
55921,45150,48590
47443,5031,36346
48157,7036,30892
10954,8763,7309
31027,8440,24312
4859,20295,24977
42632,25521,41177
52266,17521,53121
52180,4017,32995
61019,929,31233
59155,15175,56457
938,21252,33866
62303,7563,1524
19041,59846,12032
37610,22257,23597
51670,44452,39015
12388,13724,5390
37265,9134,29078
50562,21295,4424
44689,29545,13133
11769,36108,48896
19810,6438,7899
40162,35145,18903
48009,32524,56199
441,28447,35157
38133,64424,37742
33907,14174,65082
15246,43593,24387
24149,26597,23661
31223,35404,12813
14787,16575,44943
2205,36230,36039
61033,49337,5021
12840,37710,40757
10699,9872,52258
38941,22664,46849
45518,3509,65082
13278,36046,9407
31061,3314,21205
49139,44344,16942
48285,61077,48525
54896,54072,62254
36489,51845,20748
35144,39030,24622
41108,20140,57669
55614,35550,55225
63870,41945,12238
60602,9415,38002
38850,19881,42330
49121,45240,9475
9189,46358,57911
25815,5803,26654
50348,25586,16258
51866,39232,59607
4315,32275,28729
32581,33899,23433
40310,26465,41350
47703,10227,5409
51769,56125,53807
60379,60784,10695
59612,254,31356
46731,64779,36675
51087,63322,16143
50590,9670,32145
62355,18951,58215
4874,58465,14140
10826,14811,23994
25306,65361,59906
28398,20480,24746
38839,26840,50959
50540,12392,34230
37476,7427,1781
58266,54170,42114
54408,15018,30154
55672,49747,62656
51771,57165,619
62952,12253,30518
36665,25515,6275
14318,23964,17462
53915,33279,51236
1261,7076,2431
34733,43450,30272
5184,29367,11544
14690,13265,60456
56902,15304,12860
12652,30513,19083
64476,51504,64521
7501,34138,35162
64693,58711,22900
38833,63580,12890
38380,36733,452
16108,46748,12449
59362,2162,15794
59385,26471,25439
63556,20864,53298
29104,14512,46936
26245,53518,57231
48542,25735,6490
6338,18108,64939
606,51684,62167
58535,49702,12563
14067,8900,35535
8196,8505,46869
65261,17509,42398
24554,17122,52422
26365,28372,46901
52495,8345,57820
26875,19889,1455
53970,23820,26578
33241,29164,8728
9893,46390,26267
18810,11797,38996
11312,21835,29240
31531,50169,307
22598,22477,45075
21755,20791,52809
4318,42814,12812
51731,13391,42808
52703,59603,61603
12588,9452,57342
13219,21255,60499
48238,46901,56062
13165,59681,12434
21722,14837,42583
36376,2109,41140
42321,30175,20351
41698,2750,41724
53511,47444,46742
45060,18301,57068
49966,5062,33634
56707,15348,10268
14318,32829,6658
56547,37762,37569
36777,22382,9765
54532,31384,60587
30023,43920,27552
20573,16561,25821
24394,52952,59631
24113,30708,36357
49136,27595,52867
45206,15518,12695
26396,11100,26333
44039,14641,32317
88,6238,36276
2712,411,13919
766,34304,8402
27522,16311,54466
19748,10202,38144
9948,61638,12732
33500,25997,24442
16069,14096,2160
62904,59557,35435
59897,7408,30249
21847,55857,60304
20995,26172,8085
41051,8449,16738
36633,13936,42071
4248,21006,33036
7658,48936,15478
51577,33892,21594
34215,32749,1302
43447,16215,62453
47207,40729,16436
46169,59865,48827
1246,12178,41675
31274,19400,37130
48725,37549,58689
55038,22808,17697
49716,6716,64668
33588,13365,31418
19949,47390,14887
51476,8571,365
58175,8615,11471
50539,42014,54665
21395,58035,12376
44329,38022,30572
39010,47057,43129
17551,19833,14455
53821,55371,18773
27705,5846,13282
56060,8348,56020
2339,1608,9980
46745,45248,40561
3859,58331,15349
2808,30926,1379
8561,61801,33635
9942,16350,33092
50995,5151,60172
8193,46113,29573
52092,2565,23123
8017,12211,23104
56458,36113,38733
50812,42845,50587
34514,30471,23557
13,9789,59200
357,1537,19005
11445,28102,38024
4994,55180,31319
41290,61382,30343
2772,37680,49298
50836,38137,17168
52943,18360,32618
9789,40409,12283
41818,63817,944
42789,10037,64708
42028,7658,34421
37462,25157,5802
14737,59379,17165
23195,62817,48565
61982,43949,43104
3063,36149,27321
58976,5401,21636
40530,46874,24604
41643,34270,16385
8130,52647,60534
42970,64883,15727
42135,38157,13270
47432,25509,2789
35223,18794,21708
59368,50216,20754
61947,22733,45172
50018,24609,24253
7449,57943,49598
37956,54377,27482
27312,23691,61417
29438,10815,46871
40010,49966,24713
54565,28245,960
42226,54738,16295
2294,12758,40030
57293,57916,17039
59441,60125,48124
24989,21843,53074
48548,59648,46167
53253,64078,16500
23039,40172,43737
4200,44770,58623
45639,15312,45853
16266,1917,17030
4390,33049,30966
37121,49986,33032
28910,24778,58925
33424,61332,43741
45299,34444,39278
61383,18575,46173
7098,29009,9904
56875,22944,37219
58154,14710,36471
26179,56408,15066
48261,56780,8645
7536,43937,53901
61794,11528,10366
36464,63366,35875
61534,4546,60682
57693,36175,28230
36888,22422,38842
63061,36379,59287
42004,53533,16795
57203,55779,38667
64518,45388,5761
60485,7338,2222
54667,22862,53481
15983,53803,49712
29616,61578,6870
40303,60229,45327
7543,44205,32000
12483,52979,30826
18080,20277,8914
48327,13447,24907
30399,44349,54241
3374,1818,20981
39632,60318,64402
21843,32805,41579
2184,41828,50622
164,49073,22417
61251,23581,25279
10774,16785,63650
65413,20939,2233
35055,13486,49571
16697,45635,60235
64378,44823,1144
12017,20409,21934
23419,12665,61229
2114,56571,54520
46675,59764,22399
59655,19552,15005
62721,56122,61046
47627,46540,59130
31585,12518,53943
37362,7375,59206
43416,42796,28515
30435,13468,36280
27518,45564,11026
16031,2911,10818
13827,3229,50610
2606,14122,15023
45369,59687,37609
1313,26675,55689
15099,50987,46365
3534,36091,41090
16019,1811,17131
3210,32297,4887
8180,44465,58417
19020,6541,17550
12940,19282,10643
41207,36295,50012
9565,27765,40002
37497,48218,24771
31033,65217,14757
39701,25083,19254
52787,53030,17974
63483,46650,48826
26754,56690,59537
35718,7684,19562
53565,44519,2092
54595,59986,40561
8332,54628,53690
17631,32564,23728
65519,39956,32467
23631,38255,7928
46521,60154,31772
28301,12796,57874
51035,60455,1655
58523,55076,50702
22468,16238,43909
32270,13668,58816
54548,328,49715
29026,19434,50346
32205,9042,42200
1014,1558,51288
41294,11929,44857
10248,34602,47788
19624,3804,37438
10668,34106,12900
42517,21347,27767
42171,36559,2400
28523,42530,44843
60370,56075,59439
22034,57287,32978
48154,61510,15703
54221,48396,32556
9984,44047,35743
34308,49782,34817
6770,41991,13331
49118,64073,48165
24023,15138,32971
4461,27402,1760
30725,51304,22092
30725,64162,63760
31399,52195,22637
61234,44861,48552
19561,63899,46918
50664,29458,32288
41089,58490,3237
63419,48165,15070
48785,6533,10569
61977,460,57164
34699,36093,48514
31373,19218,43842
53117,9137,48877
12463,49558,37446
8982,31422,4591
62527,56568,55854
13001,2456,24086
24077,2157,12845
13606,23653,15285
15669,33868,62278
27261,14169,27641
289,29558,30080
57419,29085,61999
63527,65400,8227
22582,23995,2913
28718,20013,56728
43401,10248,40416
10746,16701,47081
46762,12719,54117
46241,36877,9258
34619,2707,38407
26571,60884,48314
48188,10316,31722
7215,46782,15847
25173,37172,53000
53690,8467,40704
43256,50078,25198
3579,25732,45771
55068,47630,34396
40306,45544,32392
38563,51340,60829
57866,27533,2376
5836,42454,33269
14654,53546,23567
153,15476,25518
24581,31968,49747
33458,30911,27026
32483,16223,5318
16914,11813,14422
48595,27804,56517
52843,8556,7075
10780,64518,28085
52071,22071,1410
22847,23367,2381
6573,62149,28324
351,59674,38414
63456,8914,64088
36616,24271,35116
28452,7995,32478
31233,52528,63298
4625,20381,38534
44016,46019,56715
6253,16130,21757
50269,48235,34660
40335,5006,5793
21044,42911,20753
22202,4375,49572
65049,58618,46804
37322,22544,16806
17917,18355,44750
699,58583,20762
46891,29930,27536
25686,12831,3188
15687,55749,30123
56835,47431,63584
63080,21671,58030
49108,26778,1986
456,29263,2114
15784,37734,21426
4302,7670,20539
55684,33185,9528
52325,8081,12287
27260,40459,20823
19056,64142,41363
67,24400,61136
9155,32104,62888
58079,61955,23047
49253,38983,7523
11943,20155,2013
32626,46935,34740
60315,954,9276
21756,12167,28820
33762,46708,56970
30556,55442,60110
24286,193,53613
28653,2380,37306
63759,7952,8597
32020,44274,7150
41176,5125,10956
60469,9461,58930
7469,28180,14316
963,56951,64465
52521,912,17906
29366,44056,43289
54059,34448,43135
9647,5483,51249
34474,21501,16042
8695,18753,1316
31163,18175,7023
60185,37107,34849
6621,37992,22083
4559,1177,24291
5618,8953,23228
5519,21072,64370
43024,46598,31912
46168,50781,42738
60613,727,32701
41687,11924,33784
22605,52822,53467
7181,43085,1363
16140,25827,48861
61939,56111,57108
26813,32641,35199
33970,28573,28693
63720,61007,9476
60247,4054,55746
17619,60448,64528
57569,28121,13579
52792,16451,37057
2690,32433,62151
28291,50873,64044
24857,29834,40442
14407,19610,9872
7878,52519,30093
63983,22625,39020
39457,15145,36117
23496,6215,14740
15678,54086,32960
17022,14957,36809
52457,56413,35511
50221,52800,24661
63030,44425,36983
34281,3080,12048
33601,59065,209
45936,7131,43256
30475,28885,48059
53432,60389,24472
42534,64031,11737
27463,47867,40371
46746,43698,30641
56511,29573,38932
23587,48026,35951
942,6025,26795
42148,27422,25837
27528,20797,41645
55350,2339,50926
13369,48850,43683
32601,59722,18940
53659,38745,61364
63874,36463,55999
48033,15130,39799
2629,63618,60500
30220,54981,61395
3055,16431,11502
32222,42511,21612
54550,61906,47169
14651,57130,54525
41037,32201,63624
32432,60655,51435
42897,50101,17643
23218,11434,53378
46868,7805,31761
63733,43455,55208
16751,24685,33896
46364,54307,21590
13404,12969,49933
34082,46956,51968
7823,10160,4181
18762,40682,4028
14398,40492,51726
512,32190,26483
37571,47913,40723
15415,23972,52613
49336,18609,50918
61621,46473,48817
44853,4061,60342
51445,56352,51397
5412,6840,10910
48391,14297,40141
50484,21602,61179
42688,64276,26604
30473,56577,1557
58689,11777,64520
14089,330,28224
11049,22593,17449
19817,3712,36379
13195,25420,46695
29189,46206,36873
32189,33422,47678
37245,46713,2927
30701,14213,56426
50437,13958,61379
20793,43241,51508
19898,758,42587
46548,31793,25766
6971,26550,15215
47232,40838,37040
64256,28179,44977
40523,36365,38349
41568,16151,33704
30678,29757,45427
25577,3866,32290
9835,44353,63007
10490,949,7669
32206,38172,45280
23744,15014,26696
9288,47816,36938
39672,17915,41397
16769,352,15305
61914,49648,33449
2091,9490,10212
10354,451,30858
27104,18283,27879
41207,32632,29126
21764,47321,62422
1631,35826,47151
31421,57896,36234
22329,46806,19847
12072,24834,49104
1583,40947,32122
48517,56707,5613
41355,18580,50658
56696,52079,56456
21714,41293,24337
8526,41310,45273
4209,41715,39137
22814,24445,39056
30913,65079,45724
27891,24980,43208
337,40837,53333
43156,32315,7816
33069,36716,58646
16958,40047,52615
61008,24179,8137
10862,32292,31129
17744,39128,14708
9839,49516,36062
35485,58594,51479
37383,18970,23634
57918,50172,9534
48328,8587,7737
43793,14698,29456
55263,22214,12579
46554,44386,60718
9137,16772,36153
39822,23793,3057
9125,25329,1825
24426,13619,53007
42487,56640,11427
48810,15160,50301
24797,37282,25591
40428,51112,50306
58147,22633,63842
10228,4505,3559
22395,24418,26038
14364,17941,7271
55071,47958,65101
62025,17846,41480
60431,21511,47701
21453,24762,2833
65414,39278,38446
25924,34147,63541
58604,25854,31388
26661,31199,28511
44185,46778,36300
18461,41738,54737
53628,4726,4705
34047,32398,40504
50389,58544,44656
15778,37138,60757
53269,5992,64190
